,WJSpecID,scientific_name,common_name,Inv,Vert,Scav,Fruits,Nectar,Seeds,PlantOther,Height_watbelowsurface,Height_wataroundsurface,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_aerial,Nocturnal_cat,PelagicSpecialist,log10SpecGenFinalMass,Diet_Breadth_Levin,Diet_breadthLevinsStanderdized,log_dietBreathLevin
125,13277,Cardinalis cardinalis,Northern Cardinal,2,0,0,1,0,0,7,0,0,4,2,2,2,0,0,0,1.629817196,1.851851852,0.858024691,-0.066500214
126,13280,Cardinalis sinuatus,Pyrrhuloxia,3,0,0,0,0,7,0,0,0,6,2,1,1,0,0,0,1.546419267,1.724137931,0.879310345,-0.055857817
442,13275,Pheucticus ludovicianus,Rose-breasted Grosbeak,5,0,0,2,0,2,1,0,0,2,2,3,3,0,0,0,1.62324929,2.941176471,0.676470588,-0.169751081
443,13276,Pheucticus melanocephalus,Black-headed Grosbeak,7,0,0,2,0,1,0,0,0,1,0,4,5,0,0,0,1.67329744,1.851851852,0.858024691,-0.066500214
417,13309,Passerina caerulea,Blue Grosbeak,4,0,0,2,0,3,1,0,0,10,0,0,0,0,0,0,1.437592032,3.333333333,0.611111111,-0.21387982
416,13311,Passerina amoena,Lazuli Bunting,5,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,1.190051418,2,0.833333333,-0.079181246
419,13313,Passerina cyanea,Indigo Bunting,0,0,0,0,0,10,0,0,0,4,4,2,0,0,0,0,1.167021796,1,1,0
420,13314,Passerina versicolor,Varied Bunting,6,0,0,0,0,4,0,0,0,5,5,0,0,0,0,0,1.110252917,1.923076923,0.846153846,-0.072550667
418,13315,Passerina ciris,Painted Bunting,0,0,0,0,0,10,0,0,0,5,5,0,0,0,0,0,1.191451014,1,1,0
538,13269,Spiza americana,Dickcissel,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,1.417969642,1,1,0
197,13073,Cyanerpes cyaneus,Red-legged Honeycreeper,4,0,0,4,2,0,0,0,0,0,2,4,4,0,0,0,1.146128036,2.777777778,0.703703704,-0.152610163
806,13168,Sporophila morelleti,Morelet's Seedeater,2,0,0,0,0,8,0,0,0,4,4,2,0,0,0,0,0.939519253,1.470588235,0.921568627,-0.035472318
